feature_A,feature_B,feature_C,feature_D,feature_E,feature_F,feature_G,feature_H,feature_I,feature_J,feature_K,feature_L,feature_M,feature_M,feature_O,feature_P,feature_Q,feature_R,feature_S,feature_T,feature_U,feature_V
2022-12-02T23:00:00,24.6,24.6,22.5,88.11,0.5,95.2,rain,0,0,2.9,2.9,68.9,1009,100,23.5,0,,0,10,"Rain, Overcast",rain
2022-12-03T00:00:00,24,24,23.9,99.56,0.8,100,rain,0,0,1.4,3.7,10,1009,26.8,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-03T01:00:00,24,24,23.9,99.56,0.9,100,rain,0,0,2.2,0,0,1008,26.8,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-03T02:00:00,24,24,23.9,99.56,0.9,100,rain,0,0,1.8,2.2,46.3,1007,26.8,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-03T03:00:00,24,24,23.9,99.56,0.3,100,rain,0,0,3.2,5.3,200,1006.9,26.8,8.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-03T04:00:00,24.9,24.9,23.9,94.19,0.4,100,rain,0,0,4.3,0,0,1005.9,26.8,9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-03T05:00:00,24.9,24.9,23.9,94.19,0.1,100,rain,0,0,2.5,0.3,0,1006,26.8,9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-03T06:00:00,24.9,24.9,23.9,94.19,0.1,100,rain,0,0,1.8,3.3,0,1006.9,26.8,8.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-03T07:00:00,24.9,24.9,24,94.6,0,0,,0,0,1.1,3.3,0,1006.9,26.8,7.9,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-03T08:00:00,24.9,24.9,24,94.6,0.3,0,rain,0,0,1.8,5.4,3,1007.9,25,8.9,19,0.1,0,10,Partially cloudy,partly-cloudy-day
2022-12-03T09:00:00,25.2,25.2,22.5,85.01,0.3,100,rain,0,0,2.9,2.5,187,1008,100,20.8,124,0.4,1,10,"Rain, Overcast",rain
2022-12-03T10:00:00,26.2,26.2,22.9,82.08,0.7,100,rain,0,0,7.9,5.8,252.8,1009,100,8.5,357,1.3,4,10,"Rain, Overcast",rain
2022-12-03T11:00:00,26.9,29.3,23,79.24,0.8,100,rain,0,0,13,7.6,276,1009,100,11.4,533,1.9,5,10,"Rain, Overcast",rain
2022-12-03T12:00:00,27.5,30.4,23,76.5,0.5,100,rain,0,0,18,11.5,282.3,1008,100,11.5,680,2.4,7,10,"Rain, Overcast",rain
2022-12-03T13:00:00,27.8,30.7,22.8,74.26,0.7,100,rain,0,0,21.6,13.7,287.1,1007,100,14.7,677,2.4,7,10,"Rain, Overcast",rain
2022-12-03T14:00:00,27.8,30.5,22.5,72.92,0.3,100,rain,0,0,20.9,13.3,286.2,1006,100,21.6,512,1.8,5,10,"Rain, Overcast",rain
2022-12-03T15:00:00,27.6,30.4,22.8,75.13,0.5,85.7,rain,0,0,19.4,14,281.7,1005,100,10.5,428,1.5,4,10,"Rain, Overcast",rain
2022-12-03T16:00:00,27,29.6,23.3,80.22,0.6,85.7,rain,0,0,17.3,13.7,283.7,1005,100,23.7,352,1.3,4,30,"Rain, Overcast",rain
2022-12-03T17:00:00,25.6,25.6,23.6,88.72,1.1,85.7,rain,0,0,22.3,13,295.3,1005,100,8.1,168,0.6,2,30,"Rain, Overcast",rain
2022-12-03T18:00:00,24.9,24.9,23.3,90.84,1.2,85.7,rain,0,0,28.4,12.6,309.1,1006,100,7.1,133,0.5,1,10,"Rain, Overcast",rain
2022-12-03T19:00:00,24.3,24.3,23,92.47,1.1,85.7,rain,0,0,33.1,14,310.1,1007,100,10.6,22,0.1,0,10,"Rain, Overcast",rain
2022-12-03T20:00:00,24.1,24.1,22.8,92.46,0.7,85.7,rain,0,0,33.5,14.4,316.1,1008,100,22.9,0,,0,10,"Rain, Overcast",rain
2022-12-03T21:00:00,23.8,23.8,22.6,93,0,85.8,rain,0,0,20.5,7.9,344,1009,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-03T22:00:00,23.8,23.8,22.6,93,0,85.8,rain,0,0,10.4,5.4,7.4,1009,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-03T23:00:00,23.7,23.7,22.5,93,0,85.8,rain,0,0,10.1,6.1,13.1,1009,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-04T00:00:00,26,26,24.9,93.82,0,0,,0,0,3.6,0.1,0,1008,25,8.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-04T01:00:00,26,26,24.9,93.82,0.1,100,rain,0,0,2.9,0,0,1008,25,9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-04T02:00:00,25,25,24,93.78,0.7,100,rain,0,0,4,0,0,1007.9,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-04T03:00:00,25,25,24,93.78,1.4,100,rain,0,0,3.6,0,0,1006.9,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-04T04:00:00,25,25,24,93.78,0.6,100,rain,0,0,3.6,0,0,1006.9,25,8.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-04T05:00:00,25,25,24,93.78,0.6,100,rain,0,0,1.4,0.3,0,1006,25,8.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-04T06:00:00,25,25,24,94.19,0.2,100,rain,0,0,0.7,0,0,1006.9,25,7.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-04T07:00:00,25,25,24,94.19,0.1,100,rain,0,0,1.1,0,0,1007,25,8.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-04T08:00:00,25,25,24,93.78,0.4,0,rain,0,0,1.1,0,0,1008,25,9,21,0.1,0,10,Partially cloudy,partly-cloudy-day
2022-12-04T09:00:00,25,25,23.1,89.21,0.2,90.5,rain,0,0,3.2,2.2,311.8,1009,100,24.1,104,0.4,1,10,"Rain, Overcast",rain
2022-12-04T10:00:00,26.4,26.4,23.1,82.1,0.6,90.5,rain,0,0,5.8,4.3,314.8,1010,100,20.4,347,1.2,3,10,"Rain, Overcast",rain
2022-12-04T11:00:00,27.6,30.5,23,76.05,0.7,90.5,rain,0,0,8.3,5.4,296.2,1009,100,8.3,572,2.1,6,10,"Rain, Overcast",rain
2022-12-04T12:00:00,28.3,31.6,23,73.01,0.7,90.5,rain,0,0,9.7,7.6,281.3,1009,98.5,12.5,742,2.7,7,10,"Rain, Overcast",rain
2022-12-04T13:00:00,28.6,32.1,23.1,72.18,0.9,90.5,rain,0,0,11.2,9.4,274.4,1008,100,8.2,800,2.9,8,30,"Rain, Overcast",rain
2022-12-04T14:00:00,28.4,31.8,23,72.58,1,90.5,rain,0,0,11.5,10.1,267,1007,100,7.2,723,2.6,7,10,"Rain, Overcast",rain
2022-12-04T15:00:00,27.8,30.8,22.9,74.71,0.7,76.2,rain,0,0,10.8,9,264.6,1007,100,19.6,427,1.5,4,10,"Rain, Overcast",rain
2022-12-04T16:00:00,27.4,30.1,22.9,76.48,0.6,76.2,rain,0,0,8.6,6.8,267.4,1006,100,18.6,311,1.1,3,10,"Rain, Overcast",rain
2022-12-04T17:00:00,27.4,30.1,22.9,76.48,0.2,76.2,rain,0,0,6.8,5.8,278.5,1006,100,23.8,329,1.2,3,10,"Rain, Overcast",rain
2022-12-04T18:00:00,27,29.7,23.4,80.7,0.1,76.2,rain,0,0,4.3,4,255.2,1006,100,24.1,195,0.7,2,30,"Rain, Overcast",rain
2022-12-04T19:00:00,25.6,25.6,23,85.57,0.3,76.2,rain,0,0,4,4,236.8,1007,100,24.1,44,0.2,0,10,"Rain, Overcast",rain
2022-12-04T20:00:00,25.2,25.2,22.9,87.1,0,76.2,rain,0,0,2.5,2.5,254.3,1008,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-04T21:00:00,25.2,25.2,23,87.62,0,76.2,rain,0,0,1.1,0.7,315.2,1009,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-04T22:00:00,24.8,24.8,22.9,89.2,0.2,76.2,rain,0,0,0.7,0.4,89.1,1010,100,17.7,0,,0,10,"Rain, Overcast",rain
2022-12-04T23:00:00,24.6,24.6,22.7,89.18,0.7,76.2,rain,0,0,1.4,1.4,86.7,1010,100,22.9,0,,0,10,"Rain, Overcast",rain
2022-12-05T00:00:00,26,26,24.9,93.82,0,0,,0,0,4,1.7,0,1008.9,25,8.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-05T01:00:00,26.9,29.8,24,84.03,0,0,,0,0,3.6,1.7,0,1008.9,25,8.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-05T02:00:00,26,26,24.9,93.82,0,0,,0,0,2.9,0.3,0,1008,25,8.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-05T03:00:00,26,26,24.9,93.82,0,0,,0,0,2.2,0,0,1007.9,26.8,8.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-05T04:00:00,26,26,24.9,93.82,0,0,,0,0,3.6,0,0,1007,25,6.3,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-05T05:00:00,26,26,24.9,93.82,0,0,,0,0,3.6,0,0,1007,25,8.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-05T06:00:00,25.9,25.9,24.9,94.23,0,0,,0,0,3.6,0,0,1007,25,8.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-05T07:00:00,25.9,25.9,24,89.14,0,0,,0,0,2.9,0,0,1007.9,25,8.1,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-05T08:00:00,26,26,24,88.75,0,0,,0,0,3.2,3.2,69.8,1008.9,25,9.1,34,0.1,0,10,Partially cloudy,partly-cloudy-day
2022-12-05T09:00:00,26.3,26.3,22.6,80.12,0,61.9,rain,0,0,4,3.6,99.6,1010,100,24.1,240,0.9,2,10,"Rain, Overcast",rain
2022-12-05T10:00:00,27.9,30.9,22.9,74.28,0,61.9,rain,0,0,4.3,4.3,163.4,1010,99.7,24.1,477,1.7,5,10,"Rain, Overcast",rain
2022-12-05T11:00:00,29.2,32.7,22.7,68.04,0,61.9,rain,0,0,6.5,5.8,170,1010,100,24.1,687,2.5,7,30,"Rain, Overcast",rain
2022-12-05T12:00:00,30,33.6,22.5,64.19,0,61.9,rain,0,0,6.8,6.8,168.7,1009,100,24.1,782,2.8,8,30,"Rain, Overcast",rain
2022-12-05T13:00:00,30.6,34.4,22.5,62.02,0,61.9,rain,0,0,7.6,7.6,164.5,1008,100,24.1,799,2.9,8,30,"Rain, Overcast",rain
2022-12-05T14:00:00,30.8,34.8,22.7,62.07,0.2,61.9,rain,0,0,8.3,8.6,167.3,1007,100,19.2,799,2.9,8,30,"Rain, Overcast",rain
2022-12-05T15:00:00,30,34.2,23.2,66.98,0.8,85.7,rain,0,0,8.3,10.4,161.7,1006,100,10.6,670,2.4,7,30,"Rain, Overcast",rain
2022-12-05T16:00:00,28.9,33.1,23.7,73.55,0.5,85.7,rain,0,0,9.7,10.8,167.6,1005,100,24.1,426,1.5,4,60,"Rain, Overcast",rain
2022-12-05T17:00:00,27.6,31.1,24,80.78,0.7,85.7,rain,0,0,10.4,8.3,165.7,1005,100,19.7,227,0.8,2,60,"Rain, Overcast",rain
2022-12-05T18:00:00,26.9,29.8,24.1,84.67,0.5,85.7,rain,0,0,9,6.5,150.3,1006,100,18.8,107,0.4,1,60,"Rain, Overcast",rain
2022-12-05T19:00:00,26.2,26.2,23.7,86.14,0.4,85.7,rain,0,0,5.4,5,140.7,1006,100,24.1,31,0.1,0,30,"Rain, Overcast",rain
2022-12-05T20:00:00,25.8,25.8,23.5,87.15,0.7,85.7,rain,0,0,5,5,140,1007,100,24.1,0,,0,30,"Rain, Overcast",rain
2022-12-05T21:00:00,25.7,25.7,23.5,87.67,0,90.5,rain,0,0,4.3,4,116.3,1008,88.5,24.1,0,,0,30,"Rain, Partially cloudy",rain
2022-12-05T22:00:00,25.5,25.5,23.4,88.18,0.3,90.5,rain,0,0,4.7,4.3,96.9,1009,100,10.7,0,,0,30,"Rain, Overcast",rain
2022-12-05T23:00:00,25.5,25.5,23.3,87.65,0.2,90.5,rain,0,0,5,4.7,85.2,1009,94,24.1,0,,0,30,"Rain, Overcast",rain
2022-12-06T00:00:00,27.9,31.7,24,79.25,0.5,100,rain,0,0,4.3,9.1,168,1009,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-06T01:00:00,27.8,31.6,24,79.59,0.3,100,rain,0,0,4.7,7.3,180,1009,26.8,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-06T02:00:00,26.9,29.8,24,84.03,0.1,100,rain,0,0,5,5.3,140,1009,26.8,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-06T03:00:00,26.8,29.7,24,84.39,0,0,,0,0,4.7,7.3,160,1008,26.8,9.7,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-06T04:00:00,25.9,25.9,24,89.14,0,0,,0,0,4,7.3,120,1007,25,9.7,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-06T05:00:00,25.9,25.9,24.9,94.23,0.1,100,rain,0,0,3.6,0.4,0,1007,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-06T06:00:00,25.9,25.9,24.9,94.23,0.2,100,rain,0,0,4.3,0,0,1007.9,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-06T07:00:00,25.9,25.9,24.9,94.23,0,0,,0,0,3.6,1.7,0,1008,25,5.9,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-06T08:00:00,25.9,25.9,24.9,94.23,0,0,,0,0,4.3,1.7,0,1009,25,6.9,34,0.1,0,10,Partially cloudy,partly-cloudy-day
2022-12-06T09:00:00,25.9,25.9,22.7,82.54,0,76.2,rain,0,0,4.7,4,129.8,1010,89.4,24.1,232,0.8,2,10,"Rain, Partially cloudy",rain
2022-12-06T10:00:00,27.2,29.8,22.9,77.38,0.2,76.2,rain,0,0,4.3,4,130.6,1010,24.3,24.1,432,1.6,4,10,"Rain, Partially cloudy",rain
2022-12-06T11:00:00,28.4,31.8,23.1,73.02,0.8,76.2,rain,0,0,4.7,5,168.6,1009,41.1,19.8,673,2.4,7,30,"Rain, Partially cloudy",rain
2022-12-06T12:00:00,29,32.8,23.2,70.95,0.8,76.2,rain,0,0,5.4,7.6,195.6,1008,68.1,23.6,834,3,8,30,"Rain, Partially cloudy",rain
2022-12-06T13:00:00,29.8,33.8,23,66.94,0.4,76.2,rain,0,0,4.3,6.8,195.7,1007,88,23.6,916,3.3,9,30,"Rain, Partially cloudy",rain
2022-12-06T14:00:00,30.6,34.7,22.9,63.55,0.5,76.2,rain,0,0,3.2,4.7,200.4,1006,100,18.9,901,3.2,9,30,"Rain, Overcast",rain
2022-12-06T15:00:00,30.1,34.4,23.2,66.59,1.3,85.7,rain,0,0,5,6.5,193.1,1005,100,9.2,772,2.8,8,30,"Rain, Overcast",rain
2022-12-06T16:00:00,29.4,33.5,23.4,70.17,1.2,85.7,rain,0,0,5.4,5.4,206.3,1005,100,22,563,2,6,30,"Rain, Overcast",rain
2022-12-06T17:00:00,29.3,33.4,23.4,70.58,0.5,85.7,rain,0,0,2.2,1.1,169.8,1004,100,23.6,426,1.5,4,30,"Rain, Overcast",rain
2022-12-06T18:00:00,29,33.6,24.2,75.36,0.3,85.7,rain,0,0,1.8,2.2,110.3,1005,100,24.1,225,0.8,2,60,"Rain, Overcast",rain
2022-12-06T19:00:00,27.3,30.4,23.7,80.74,0.1,85.7,rain,0,0,3.2,2.5,115.4,1005,100,24.1,53,0.2,1,30,"Rain, Overcast",rain
2022-12-06T20:00:00,26.4,26.4,23.5,84.11,0.9,85.7,rain,0,0,3.2,2.5,131.8,1006,100,22.5,0,,0,30,"Rain, Overcast",rain
2022-12-06T21:00:00,25.1,25.1,23.4,90.31,2.8,85.7,rain,0,0,4.3,4,145.9,1007,100,9.3,0,,0,10,"Rain, Overcast",rain
2022-12-06T22:00:00,24.8,24.8,23.3,91.38,1.7,85.7,rain,0,0,3.2,2.9,119.5,1008,100,18.7,0,,0,10,"Rain, Overcast",rain
2022-12-06T23:00:00,24.9,24.9,23.3,90.84,0.5,85.7,rain,0,0,5,4.7,85.1,1009,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-07T00:00:00,26,26,24.9,93.82,0.1,100,rain,0,0,5.8,2.6,50,1009,50,5.2,0,,0,10,"Rain, Partially cloudy",rain
2022-12-07T01:00:00,26,26,24,88.75,0.4,100,rain,0,0,5.8,4.2,20,1008.9,50,9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-07T02:00:00,25,25,24,94.19,0.1,100,rain,0,0,7.6,0.7,1,1008.9,26.8,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-07T03:00:00,25,25,24,94.19,0,0,,0,0,9.4,1.9,72.8,1007.9,25,10,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-07T04:00:00,25,25,24,94.19,0,0,,0,0,7.6,2.1,70.2,1007,25,10,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-07T05:00:00,25,25,24,94.19,0,0,,0,0,4.3,4.3,64.4,1007.9,26.8,10,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-07T06:00:00,25,25,23,89.07,0,0,,0,0,5.4,10.3,221,1008,50,8.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-07T07:00:00,25,25,23.9,93.78,0,0,,0,0,4,0.1,0,1009,25,9.1,0,,0,3,Partially cloudy,partly-cloudy-night
2022-12-07T08:00:00,25.9,25.9,24.8,93.82,0,0,,0,0,2.5,3.3,0,1009.9,25,10,35,0.1,0,10,Partially cloudy,partly-cloudy-day
2022-12-07T09:00:00,26,26,23.9,88.37,0,0,,0,0,2.2,0,0,1010.9,25,10,143,0.5,1,10,Partially cloudy,partly-cloudy-day
2022-12-07T10:00:00,27,30.4,24.8,88.06,0,0,,0,0,0.7,0.1,0,1010.9,25,10,448,1.6,4,10,Partially cloudy,partly-cloudy-day
2022-12-07T11:00:00,29,33.5,24,74.46,0.2,100,rain,0,0,2.2,5.4,270,1010.9,25,10,608,2.2,6,10,"Rain, Partially cloudy",rain
2022-12-07T12:00:00,30.9,36.3,24,66.65,0.1,100,rain,0,0,4.3,3.7,248.2,1009,25,10,702,2.5,7,10,"Rain, Partially cloudy",rain
2022-12-07T13:00:00,30.1,33.3,22,61.91,0,95.2,rain,0,0,5.8,7.2,249.9,1008,100,24.1,774,2.8,8,10,"Rain, Overcast",rain
2022-12-07T14:00:00,30.4,33.9,22.3,61.98,0.4,95.2,rain,0,0,6.5,7.2,250.6,1007,81.5,19.3,760,2.7,8,10,"Rain, Partially cloudy",rain
2022-12-07T15:00:00,30.4,34.1,22.5,62.74,0.7,95.2,rain,0,0,7.6,8.3,254.7,1006,100,6.6,723,2.6,7,30,"Rain, Overcast",rain
2022-12-07T16:00:00,29.1,32.9,23.2,70.54,2.1,95.2,rain,0,0,7.6,7.6,260.3,1005,100,4.6,534,1.9,5,30,"Rain, Overcast",rain
2022-12-07T17:00:00,28.2,31.7,23.4,75.23,1.8,95.2,rain,0,0,7.6,6.8,281.2,1005,100,22.2,333,1.2,3,30,"Rain, Overcast",rain
2022-12-07T18:00:00,27,30,24,83.67,1.5,95.2,rain,0,0,7.6,5.8,299.9,1006,100,24.1,127,0.5,1,30,"Rain, Overcast",rain
2022-12-07T19:00:00,26,26,23.6,86.64,1,95.2,rain,0,0,7.2,6.1,309,1007,100,18.9,20,0.1,0,30,"Rain, Overcast",rain
2022-12-07T20:00:00,25.4,25.4,23.4,88.71,1.8,95.2,rain,0,0,8.6,6.1,306.8,1008,100,4.4,0,,0,10,"Rain, Overcast",rain
2022-12-07T21:00:00,25.3,25.3,23.4,89.24,1.2,81,rain,0,0,7.9,5,324.6,1009,79.8,19.3,0,,0,10,"Rain, Partially cloudy",rain
2022-12-07T22:00:00,25.2,25.2,23.4,89.77,0.2,81,rain,0,0,4.3,4,355.4,1009,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-07T23:00:00,24.9,24.9,23,89.21,0.4,81,rain,0,0,4.3,4,27.6,1009,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-08T00:00:00,26.9,29.8,23.9,83.66,0,0,,0,0,4,3.6,58.4,1009,25,10,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-08T01:00:00,26.9,29.8,23.9,83.66,0,0,,0,0,3.2,0.4,1,1008.9,25,10,0,,0,10,Partially cloudy,partly-cloudy-night
2022-12-08T02:00:00,26,26,23.9,88.37,0.2,100,rain,0,0,3.6,0.3,0,1008,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-08T03:00:00,26,26,23.9,88.37,0.4,100,rain,0,0,4,3.5,111.2,1007.9,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-08T04:00:00,25,25,23.9,93.78,1.6,100,rain,0,0,3.6,0.3,0,1007,25,10,0,,0,10,"Rain, Partially cloudy",rain
2022-12-08T05:00:00,25,25,23.9,93.78,1.1,100,rain,0,0,3.6,3.9,50,1006.9,25,8.1,0,,0,10,"Rain, Partially cloudy",rain
2022-12-08T06:00:00,25,25,23.9,93.78,0.4,100,rain,0,0,3.6,3.6,82.6,1006.9,25,9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-08T07:00:00,25,25,23.9,93.78,0.1,100,rain,0,0,2.9,3.6,63.5,1007,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-08T08:00:00,25,25,23.9,93.78,0.1,0,rain,0,0,2.5,0,0,1007.9,25,10,4,0,0,10,Partially cloudy,partly-cloudy-day
2022-12-08T09:00:00,24.6,24.6,22.9,90.27,0.3,100,rain,0,0,2.5,2.5,63.4,1009,100,24.1,24,0.1,0,10,"Rain, Overcast",rain
2022-12-08T10:00:00,24.9,24.9,22.9,88.67,0.1,100,rain,0,0,3.2,2.5,47.5,1010,100,24.1,54,0.2,1,10,"Rain, Overcast",rain
2022-12-08T11:00:00,25.2,25.2,23,87.62,0,100,rain,0,0,1.8,1.4,47.3,1010,100,24.1,73,0.3,1,10,"Rain, Overcast",rain
2022-12-08T12:00:00,25.4,25.4,23,86.59,0,100,rain,0,0,2.5,2.2,359.4,1009,100,24.1,96,0.3,1,10,"Rain, Overcast",rain
2022-12-08T13:00:00,25.6,25.6,23,85.57,0.5,100,rain,0,0,2.9,1.8,8.2,1008,100,24.1,133,0.5,1,10,"Rain, Overcast",rain
2022-12-08T14:00:00,25.9,25.9,23,84.06,0.8,100,rain,0,0,2.5,1.4,11.4,1007,87.5,22.7,216,0.8,2,10,"Rain, Partially cloudy",rain
2022-12-08T15:00:00,26.3,26.3,23.1,82.59,1.7,85.7,rain,0,0,5.4,4,358.7,1007,100,10.1,307,1.1,3,10,"Rain, Overcast",rain
2022-12-08T16:00:00,25.3,25.3,23.3,88.7,1.5,85.7,rain,0,0,6.5,5,358.9,1006,100,10.6,72,0.3,1,10,"Rain, Overcast",rain
2022-12-08T17:00:00,24.3,24.3,23.1,93.03,1.8,85.7,rain,0,0,8.3,5.8,354.1,1006,100,12.2,29,0.1,0,10,"Rain, Overcast",rain
2022-12-08T18:00:00,24,24,23.1,94.72,1.5,85.7,rain,0,0,8.6,5.4,343.2,1007,100,16.6,18,0.1,0,10,"Rain, Overcast",rain
2022-12-08T19:00:00,23.8,23.8,23.1,95.86,0.5,85.7,rain,0,0,7.6,4.7,350,1007,100,23.6,8,0,0,10,"Rain, Overcast",rain
2022-12-08T20:00:00,23.8,23.8,23,95.29,0,85.7,rain,0,0,5.8,4.7,33.3,1008,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-08T21:00:00,23.8,23.8,22.9,94.71,0,100,rain,0,0,4.7,4,40.8,1009,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-08T22:00:00,23.8,23.8,22.7,93.57,0.1,100,rain,0,0,4,4,5.3,1010,100,24.1,0,,0,10,"Rain, Overcast",rain
2022-12-08T23:00:00,23.7,23.7,22.5,93,0.4,100,rain,0,0,4.7,4.7,22.2,1010,100,15.1,0,,0,10,"Rain, Overcast",rain
2022-12-09T00:00:00,24,24,23,94.56,0.6,100,rain,0,0,9,5.3,74.9,1010,26.8,8.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-09T01:00:00,24,24,23,94.15,0.6,100,rain,0,0,7.6,5.3,270,1009.9,26.8,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-09T02:00:00,24,24,23,94.15,0.6,100,rain,0,0,5.8,1.9,97.2,1008.9,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-09T03:00:00,23.9,23.9,23,94.56,0.3,100,rain,0,0,5.8,5,323,1008,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-09T04:00:00,23.9,23.9,23,94.56,0.2,100,rain,0,0,5,3.3,0,1007.9,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-09T05:00:00,23,23,23,100,0.3,100,rain,0,0,4.3,5.1,360,1006.9,25,9.9,0,,0,10,"Rain, Partially cloudy",rain
2022-12-09T06:00:00,23.9,23.9,23,94.56,0.2,100,rain,0,0,3.2,7.3,320,1007,25,8,0,,0,10,"Rain, Partially cloudy",rain
2022-12-09T07:00:00,23.9,23.9,23,94.56,0.3,100,rain,0,0,2.5,8.9,320,1007.9,25,6,0,,0,10,"Rain, Partially cloudy",rain
2022-12-09T08:00:00,24,24,23,94.15,0.5,0,rain,0,0,2.2,8.9,320,1008,25,6,4,0,0,10,Partially cloudy,partly-cloudy-day
2022-12-09T09:00:00,23.2,23.2,22.2,94.11,0.2,100,rain,0,0,2.5,1.8,341.8,1010,100,24.1,29,0.1,0,10,"Rain, Overcast",rain
2022-12-09T10:00:00,23.8,23.8,22.3,91.32,0,100,rain,0,0,4,2.9,347,1010,100,24.1,90,0.3,1,10,"Rain, Overcast",rain
2022-12-09T11:00:00,24,24,22.5,91.33,0.3,100,rain,0,0,3.6,2.9,308.9,1010,100,10,104,0.4,1,10,"Rain, Overcast",rain
2022-12-09T12:00:00,24.8,24.8,22.7,88.12,0.9,100,rain,0,0,7.2,5.4,272,1010,100,7.9,263,0.9,3,10,"Rain, Overcast",rain
2022-12-09T13:00:00,25.7,25.7,22.8,84.03,1,100,rain,0,0,9.4,7.2,274.1,1009,100,10.7,492,1.8,5,10,"Rain, Overcast",rain
2022-12-09T14:00:00,26.5,26.5,22.8,80.15,0.7,100,rain,0,0,9.7,7.6,291.8,1008,100,8.4,684,2.5,7,10,"Rain, Overcast",rain
2022-12-09T15:00:00,26.1,26.1,23,83.07,1.4,100,rain,0,0,12.6,10.8,274.4,1007,100,6.1,469,1.7,5,10,"Rain, Overcast",rain
2022-12-09T16:00:00,24.3,24.3,22.9,91.91,3,100,rain,0,0,14.8,9.7,281.1,1007,100,4.1,109,0.4,1,10,"Rain, Overcast",rain
2022-12-09T17:00:00,23.4,23.4,22.7,95.85,5.4,100,rain,0,0,24.8,11.2,304.7,1007,100,3.5,24,0.1,0,10,"Rain, Overcast",rain
2022-12-09T18:00:00,23,23,22.2,95.26,4.7,100,rain,0,0,40.7,20.2,308.1,1007,100,4.8,4,0,0,10,"Rain, Overcast",rain
2022-12-09T19:00:00,22.7,22.7,21.9,95.25,2,100,rain,0,0,39.2,16.9,322.3,1008,100,12.8,1,0,0,10,"Rain, Overcast",rain
2022-12-09T20:00:00,22.7,22.7,21.5,92.95,0.8,100,rain,0,0,33.8,13,350.6,1009,100,19,0,,0,10,"Rain, Overcast",rain
2022-12-09T21:00:00,22.6,22.6,21.2,91.81,0.7,81,rain,0,0,23,8.3,11.2,1010,100,14.5,0,,0,10,"Rain, Overcast",rain
